m(C1),m(N1),dm,ISR,Flavor,Channel,NTrees,NodeSize,Depth,xSec,nSig,nBkg,BDTopt,nSig(BDTopt),nBkg(BDTopt),sigma(BDTopt),nSig(0),nBkg(0),sigma(0),nSig(0.1),nBkg(0.1),sigma(0.1),nSig(0.2),nBkg(0.2),sigma(0.2),nSig(0.3),nBkg(0.3),sigma(0.3)
600,500,100,no,ee,100,200,7,2,0.01706,2,37183,0.43,0.28,0.13,0.44,1.74,1534.88,0.044,1.5,679.21,0.057,1.11,261.64,0.068,0.72,54.83,0.096
600,500,100,no,em,101,100,7,2,0.01706,6,70313,0.65,0.18,0,0.419,5.09,8003.77,0.057,4.5,3954.26,0.072,3.63,1448.52,0.095,2.72,579.68,0.113
600,500,100,no,ee,100,100,7,2,0.01706,2,37183,0.55,0.21,0.06,0.404,1.76,1828.26,0.041,1.57,868.83,0.053,1.31,449.41,0.062,1.03,216.62,0.07
600,500,100,no,ll,104,600,5,2,0.01706,5,53079,0.28,0.75,2.8,0.396,4.49,3360.06,0.077,3.29,565.41,0.138,1.83,60.95,0.231,0.55,2.63,0.31
600,500,100,no,em,101,100,10,2,0.01706,6,70313,0.67,0.13,0,0.364,5.15,8085.48,0.057,4.5,3681.88,0.074,3.61,1357.12,0.098,2.48,327.11,0.136
600,500,100,no,ll,104,100,7,3,0.01706,5,53079,0.4,1.64,20.53,0.348,4.47,3401.98,0.077,4.03,1753.09,0.096,3.34,702.45,0.126,2.4,187.66,0.174
600,500,100,no,ll,104,400,7,2,0.01706,5,53079,0.25,1.59,19.26,0.348,4.56,3434.17,0.078,3.52,960.84,0.113,2.24,111.41,0.21,1.01,18.29,0.229
600,500,100,yes,em,111,100,7,3,0.01706,11,769509,0.64,0.11,0,0.338,9.08,90348.74,0.03,7.64,39029.38,0.039,5.72,11112.44,0.054,3.83,2699.41,0.074
600,500,100,no,ee,100,100,10,2,0.01706,2,37183,0.55,0.14,0.04,0.333,1.73,1981.73,0.039,1.56,1112.74,0.047,1.35,535.75,0.058,0.97,193.17,0.069
600,500,100,no,ll,104,600,7,2,0.01706,5,53079,0.29,0.59,2.69,0.328,4.48,3272.15,0.078,3.35,637.34,0.132,1.78,46.48,0.257,0.54,2.69,0.299
600,500,100,no,ll,104,100,10,5,0.01706,5,53079,0.56,0.59,2.68,0.325,4.52,3585.74,0.075,4.03,1771.2,0.096,3.29,876.21,0.111,2.46,206.88,0.17
600,500,100,no,em,101,100,5,2,0.01706,6,70313,0.69,0.1,0,0.32,5.12,7725.58,0.058,4.48,3941.86,0.071,3.77,1667.23,0.092,2.78,526.23,0.121
600,500,100,no,ll,104,200,10,5,0.01706,5,53079,0.35,1.3,15.38,0.319,4.45,3165.47,0.079,3.75,1270.54,0.105,2.69,343.91,0.144,1.71,58.51,0.22
600,500,100,no,ll,104,100,10,4,0.01706,5,53079,0.48,1.03,10.3,0.306,4.58,3621.64,0.076,4.06,1860.73,0.094,3.28,880.21,0.11,2.38,303.1,0.136
600,500,100,no,ll,104,200,10,2,0.01706,5,53079,0.61,0.1,0,0.305,4.5,3756.29,0.073,3.85,1647.26,0.095,3,490.38,0.135,2.02,105.72,0.194
600,500,100,no,ll,104,100,5,2,0.01706,5,53079,0.43,1.48,22.4,0.303,4.56,3873.1,0.073,4.04,1886.94,0.093,3.42,924.64,0.112,2.75,308.31,0.156
600,500,100,yes,em,111,200,7,2,0.01706,11,769509,0.56,0.09,0,0.301,9.05,97409.36,0.029,7.26,33997.83,0.039,5.03,6913.81,0.06,2.96,1504.62,0.076
600,500,100,no,em,101,200,7,2,0.01706,6,70313,0.53,0.09,0,0.3,5.08,7582.99,0.058,4.15,2685.77,0.08,3.02,708.1,0.113,1.7,167.57,0.131
600,500,100,no,ll,104,200,10,4,0.01706,5,53079,0.38,0.99,10.24,0.296,4.48,3274.91,0.078,3.82,1248.54,0.108,2.67,271.27,0.161,1.66,58.35,0.214
600,500,100,no,ll,104,400,5,2,0.01706,5,53079,0.33,0.83,7.21,0.293,4.51,3453.99,0.077,3.51,894.02,0.117,2.35,115.46,0.216,1.09,15.07,0.271
600,500,100,no,ll,104,400,10,2,0.01706,5,53079,0.32,0.92,10.58,0.272,4.49,3550.35,0.075,3.61,1107.21,0.108,2.32,168.59,0.178,1.16,34.36,0.194
600,500,100,no,ll,104,200,10,3,0.01706,5,53079,0.35,1.26,20.8,0.268,4.48,3115.09,0.08,3.78,1308.97,0.104,2.74,440.16,0.13,1.75,48.62,0.246
600,500,100,no,em,101,100,10,3,0.01706,6,70313,0.45,0.86,9.82,0.263,5.06,8024.69,0.056,4.42,3982.49,0.07,3.54,1329.76,0.097,2.59,336.67,0.141
600,500,100,yes,em,111,100,5,2,0.01706,11,769509,0.76,0.06,0,0.254,9.11,97826.43,0.029,7.73,44160.66,0.037,5.87,16120.76,0.046,4.37,4248.27,0.067
600,500,100,no,ll,104,600,10,2,0.01706,5,53079,0.42,0.07,0,0.25,4.46,3517.24,0.075,3.39,889.52,0.113,2,89.11,0.21,0.71,10.23,0.213
600,500,100,no,ll,104,100,10,3,0.01706,5,53079,0.39,1.75,48.52,0.247,4.5,3636.45,0.075,4.04,1843.31,0.094,3.28,768.61,0.118,2.53,206.01,0.175
600,500,100,no,em,101,200,10,5,0.01706,6,70313,0.36,0.72,8.13,0.24,5.09,7678.14,0.058,4.14,2751.09,0.079,2.82,429.83,0.135,1.36,113.17,0.127
600,500,100,no,em,101,100,10,4,0.01706,6,70313,0.48,0.69,8.13,0.234,5.08,7325.63,0.059,4.38,3607.13,0.073,3.46,1007,0.109,2.42,280.15,0.144
600,500,100,no,em,101,100,7,3,0.01706,6,70313,0.52,0.49,3.89,0.232,5.03,7355.41,0.059,4.41,3468.91,0.075,3.62,1471.71,0.094,2.54,374.86,0.131
600,500,100,no,em,101,400,5,2,0.01706,6,70313,0.27,1.15,24,0.229,5.01,6398.95,0.063,3.73,1601.36,0.093,2.15,234.81,0.14,0.74,22.57,0.154
600,500,100,yes,em,111,200,5,2,0.01706,11,769509,0.59,0.05,0,0.227,8.99,89290.41,0.03,7.13,29716.21,0.041,4.8,6480.54,0.06,2.89,1183.2,0.084
600,500,100,no,em,101,200,5,2,0.01706,6,70313,0.32,1.52,43.81,0.226,5.11,6939.84,0.061,4.16,2746.61,0.079,3.1,864.97,0.105,1.74,104.54,0.169
600,500,100,yes,em,111,100,10,3,0.01706,11,769509,0.65,0.05,0,0.225,8.9,92882.63,0.029,7.55,39114.68,0.038,5.73,13333.39,0.05,3.84,3794.7,0.062
600,500,100,no,em,101,200,10,3,0.01706,6,70313,0.38,0.64,7.56,0.224,5.05,7197.75,0.06,4.05,2720.7,0.078,2.97,525.91,0.129,1.37,120.11,0.125
600,500,100,no,em,101,100,5,3,0.01706,6,70313,0.52,0.63,7.33,0.222,5.13,7667.6,0.059,4.39,3442.61,0.075,3.68,1444.73,0.097,2.72,593.51,0.111
600,500,100,no,em,101,200,10,4,0.01706,6,70313,0.39,0.58,7.55,0.204,5.01,7088.09,0.06,4,2694.9,0.077,2.87,391.82,0.145,1.39,93.61,0.143
600,500,100,yes,comb,113,200,10,3,0.01706,23,1322407,0.45,0.86,17.55,0.201,19,180970.82,0.045,14.97,59499.34,0.061,9.82,12791.83,0.087,5.06,1949.93,0.114
600,500,100,no,em,101,200,10,2,0.01706,6,70313,0.4,0.56,7.56,0.197,5.15,7899.32,0.058,4.17,2707.35,0.08,2.84,508.28,0.125,1.36,133.99,0.117
600,500,100,yes,comb,113,100,5,2,0.01706,23,1322407,0.81,0.05,0.02,0.195,19.11,174199.97,0.046,16.21,79821.09,0.057,13.01,33845.5,0.071,9.52,10789.46,0.092
600,500,100,yes,comb,113,100,7,5,0.01706,23,1322407,0.47,3.04,278.92,0.181,19.08,161307.71,0.048,16.42,77476.15,0.059,12.89,29222.64,0.075,8.64,7378.91,0.101
600,500,100,no,em,101,100,10,5,0.01706,6,70313,0.5,0.55,8.82,0.179,5.09,8094.09,0.057,4.49,3967.93,0.071,3.5,1186.16,0.102,2.48,298.25,0.143
600,500,100,yes,ee,110,100,5,2,0.01706,6,286577,0.61,0.3,2.47,0.178,4.99,23275.05,0.033,4.35,10701.99,0.042,3.51,4875.59,0.05,2.58,1588.05,0.065
600,500,100,yes,ee,110,100,7,2,0.01706,6,286577,0.64,0.03,0,0.173,5.03,25190.25,0.032,4.37,12990.78,0.038,3.48,5034.74,0.049,2.66,1796,0.063
600,500,100,yes,comb,113,100,5,3,0.01706,23,1322407,0.61,0.91,28.96,0.167,19.01,153926.43,0.048,16.19,78685.29,0.058,13.04,28695.17,0.077,9.47,8346.92,0.104
600,500,100,yes,comb,113,200,7,3,0.01706,23,1322407,0.38,3.22,373.61,0.166,19.27,161829.56,0.048,15.29,57422.92,0.064,10.45,12660.33,0.093,6,2169.68,0.129
600,500,100,yes,comb,113,100,7,3,0.01706,23,1322407,0.48,3.64,526.14,0.158,19.32,166238.5,0.047,16.38,80505.68,0.058,13.07,28752.49,0.077,9.14,7840.26,0.103
600,500,100,yes,ee,110,200,5,2,0.01706,6,286577,0.54,0.02,0,0.156,4.9,21785.33,0.033,4.04,7845.31,0.046,2.9,2343.14,0.06,1.66,516.98,0.073
600,500,100,no,em,101,600,10,2,0.01706,6,70313,0.26,0.58,14.31,0.15,5.07,7787.55,0.057,3.43,1103.26,0.103,1.37,129.98,0.12,0.25,7.24,0.09
600,500,100,yes,ll,114,600,5,2,0.01706,12,552898,0.38,0.11,0.48,0.149,10.01,56564.85,0.042,6.58,10480.42,0.064,2.84,849.63,0.097,0.75,108.69,0.072
600,500,100,yes,comb,113,200,10,5,0.01706,23,1322407,0.46,0.66,19.3,0.148,18.95,184021.5,0.044,15,62005.63,0.06,9.98,13152.27,0.087,5.11,1882.78,0.118
600,500,100,yes,ee,110,100,10,2,0.01706,6,286577,0.55,0.42,7.72,0.146,4.94,25194.45,0.031,4.34,12583.15,0.039,3.49,5687.34,0.046,2.54,1784.78,0.06
600,500,100,yes,comb,113,100,10,5,0.01706,23,1322407,0.6,0.55,17.11,0.13,19.03,201497.5,0.042,16.37,97043.93,0.053,12.97,38953.4,0.066,9.12,10724.42,0.088
600,500,100,yes,comb,113,200,10,4,0.01706,23,1322407,0.33,3.66,825.29,0.127,18.8,180907.98,0.044,14.97,62842.33,0.06,9.98,13534.57,0.086,5.02,1998.58,0.112
600,500,100,yes,comb,113,100,10,4,0.01706,23,1322407,0.48,2.65,553.29,0.112,18.84,193727.91,0.043,16.16,94944.38,0.052,12.67,35432.2,0.067,8.97,9668.56,0.091
600,500,100,no,mm,102,100,5,2,0.01706,2,15896,0.37,0.62,35.38,0.103,1.6,2097.9,0.035,1.3,936.98,0.043,1.03,259.46,0.064,0.78,84.86,0.085
600,500,100,no,mm,102,200,5,2,0.01706,2,15896,0.32,0.59,35.38,0.099,1.56,1943.21,0.035,1.25,454.77,0.058,0.94,121.29,0.085,0.66,66.91,0.081
600,500,100,yes,ll,114,600,10,2,0.01706,12,552898,0.22,2.44,620.69,0.098,9.88,64072.82,0.039,6.78,14280.49,0.057,3.05,1151.95,0.09,0.83,149.55,0.068
600,500,100,no,mm,102,100,10,2,0.01706,2,15896,0.3,0.76,61.7,0.097,1.64,2363.16,0.034,1.36,1141.76,0.04,1.08,321.72,0.06,0.78,74.75,0.09
600,500,100,no,mm,102,200,7,2,0.01706,2,15896,0.32,0.57,35.63,0.095,1.57,2012.25,0.035,1.25,470.85,0.058,0.94,162.76,0.073,0.63,67.35,0.076
600,500,100,no,mm,102,200,10,2,0.01706,2,15896,0.2,0.91,92.83,0.094,1.6,2165.21,0.034,1.27,860.73,0.043,0.92,104.69,0.09,0.57,52.41,0.078
600,500,100,no,mm,102,100,7,2,0.01706,2,15896,0.42,0.52,35.27,0.087,1.63,2207.47,0.035,1.33,989.09,0.042,1.06,237.82,0.069,0.81,113.55,0.076
600,500,100,yes,mm,112,200,7,2,0.01706,5,266320,0.42,0.28,12.38,0.078,3.85,47478.73,0.018,2.83,15146.42,0.023,1.74,4024.8,0.027,0.91,734.68,0.034
700,600,100,no,comb,103,200,10,2,0.007891,5,123399,0.45,0.37,0.14,0.521,4.36,11933.32,0.04,3.65,4891.39,0.052,2.69,1627.2,0.067,1.6,206.11,0.111
700,600,100,no,comb,103,100,10,3,0.007891,5,123399,0.58,0.16,0,0.399,4.44,11673.89,0.041,3.82,5967.03,0.049,3.02,2527.84,0.06,2.1,634.86,0.083
700,600,100,no,ee,100,100,10,4,0.007891,1,37183,0.46,0.12,0.03,0.316,0.88,1755.08,0.021,0.78,992.88,0.025,0.6,378.41,0.031,0.42,78.46,0.047
700,600,100,no,ee,100,200,7,2,0.007891,1,37183,0.45,0.1,0,0.306,0.87,1534.88,0.022,0.75,679.21,0.029,0.55,261.64,0.034,0.36,54.83,0.048
700,600,100,no,ee,100,100,7,2,0.007891,1,37183,0.55,0.1,0.06,0.259,0.88,1828.26,0.021,0.78,868.83,0.027,0.65,449.41,0.031,0.51,216.62,0.035
700,600,100,no,em,101,100,7,2,0.007891,2,70313,0.65,0.06,0,0.242,1.7,8003.77,0.019,1.5,3954.26,0.024,1.21,1448.52,0.032,0.91,579.68,0.038
700,600,100,no,ee,100,100,10,2,0.007891,1,37183,0.55,0.07,0.04,0.214,0.87,1981.73,0.019,0.78,1112.74,0.023,0.68,535.75,0.029,0.48,193.17,0.035
700,600,100,no,em,101,100,10,2,0.007891,2,70313,0.67,0.04,0,0.21,1.72,8085.48,0.019,1.5,3681.88,0.025,1.2,1357.12,0.033,0.83,327.11,0.046
700,600,100,yes,em,111,100,7,3,0.007891,4,769509,0.64,0.04,0,0.204,3.3,90348.74,0.011,2.78,39029.38,0.014,2.08,11112.44,0.02,1.39,2699.41,0.027
700,600,100,no,ll,104,100,10,5,0.007891,2,53079,0.69,0.04,0,0.201,1.81,3585.74,0.03,1.61,1771.2,0.038,1.32,876.21,0.044,0.98,206.88,0.068
700,600,100,no,ll,104,100,7,4,0.007891,2,53079,0.52,0.34,2.69,0.198,1.78,3183.45,0.032,1.61,1525.06,0.041,1.26,510.09,0.056,0.94,145.14,0.078
700,600,100,no,ll,104,200,10,2,0.007891,2,53079,0.61,0.04,0,0.189,1.8,3756.29,0.029,1.54,1647.26,0.038,1.2,490.38,0.054,0.81,105.72,0.078
700,600,100,no,em,101,100,5,2,0.007891,2,70313,0.69,0.03,0,0.185,1.71,7725.58,0.019,1.49,3941.86,0.024,1.26,1667.23,0.031,0.93,526.23,0.04
700,600,100,yes,em,111,200,7,2,0.007891,4,769509,0.56,0.03,0,0.182,3.29,97409.36,0.011,2.64,33997.83,0.014,1.83,6913.81,0.022,1.08,1504.62,0.028
700,600,100,no,em,101,200,7,2,0.007891,2,70313,0.53,0.03,0,0.173,1.69,7582.99,0.019,1.38,2685.77,0.027,1.01,708.1,0.038,0.57,167.57,0.044
700,600,100,no,ll,104,600,5,2,0.007891,2,53079,0.28,0.3,2.8,0.169,1.8,3360.06,0.031,1.32,565.41,0.055,0.73,60.95,0.093,0.22,2.63,0.131
700,600,100,no,ll,104,400,10,2,0.007891,2,53079,0.48,0.03,0,0.165,1.79,3550.35,0.03,1.45,1107.21,0.043,0.93,168.59,0.071,0.46,34.36,0.078
700,600,100,yes,em,111,100,5,2,0.007891,4,769509,0.76,0.02,0,0.153,3.31,97826.43,0.011,2.81,44160.66,0.013,2.13,16120.76,0.017,1.59,4248.27,0.024
700,600,100,no,ll,104,600,10,2,0.007891,2,53079,0.42,0.03,0,0.153,1.78,3517.24,0.03,1.35,889.52,0.045,0.8,89.11,0.084,0.28,10.23,0.087
700,600,100,no,ll,104,100,10,3,0.007891,2,53079,0.72,0.02,0,0.152,1.8,3636.45,0.03,1.61,1843.31,0.038,1.31,768.61,0.047,1.01,206.01,0.07
700,600,100,no,ll,104,100,7,3,0.007891,2,53079,0.4,0.66,20.53,0.142,1.79,3401.98,0.031,1.61,1753.09,0.038,1.34,702.45,0.05,0.96,187.66,0.07
700,600,100,no,ll,104,400,7,2,0.007891,2,53079,0.25,0.63,19.26,0.142,1.82,3434.17,0.031,1.41,960.84,0.045,0.89,111.41,0.084,0.4,18.29,0.093
700,600,100,no,ll,104,600,7,2,0.007891,2,53079,0.29,0.24,2.69,0.139,1.79,3272.15,0.031,1.34,637.34,0.053,0.71,46.48,0.104,0.22,2.69,0.126
700,600,100,yes,em,111,200,5,2,0.007891,4,769509,0.59,0.02,0,0.137,3.27,89290.41,0.011,2.59,29716.21,0.015,1.74,6480.54,0.022,1.05,1183.2,0.031
700,600,100,yes,em,111,100,10,3,0.007891,4,769509,0.65,0.02,0,0.136,3.24,92882.63,0.011,2.75,39114.68,0.014,2.09,13333.39,0.018,1.4,3794.7,0.023
700,600,100,no,ll,104,200,10,5,0.007891,2,53079,0.45,0.22,2.68,0.131,1.78,3165.47,0.032,1.5,1270.54,0.042,1.08,343.91,0.058,0.68,58.51,0.089
700,600,100,no,ll,104,100,10,4,0.007891,2,53079,0.48,0.41,10.3,0.126,1.83,3621.64,0.03,1.62,1860.73,0.038,1.31,880.21,0.044,0.95,303.1,0.055
700,600,100,no,ll,104,100,5,2,0.007891,2,53079,0.43,0.59,22.4,0.124,1.82,3873.1,0.029,1.62,1886.94,0.037,1.37,924.64,0.045,1.1,308.31,0.063
700,600,100,no,ll,104,200,10,4,0.007891,2,53079,0.38,0.4,10.24,0.122,1.79,3274.91,0.031,1.53,1248.54,0.043,1.07,271.27,0.065,0.66,58.35,0.086
700,600,100,no,ll,104,400,5,2,0.007891,2,53079,0.33,0.33,7.21,0.121,1.8,3453.99,0.031,1.4,894.02,0.047,0.94,115.46,0.087,0.44,15.07,0.111
700,600,100,no,ll,104,200,10,3,0.007891,2,53079,0.4,0.36,10.23,0.109,1.79,3115.09,0.032,1.51,1308.97,0.042,1.1,440.16,0.052,0.7,48.62,0.099
700,600,100,no,em,101,100,7,3,0.007891,2,70313,0.68,0.01,0,0.103,1.68,7355.41,0.02,1.47,3468.91,0.025,1.21,1471.71,0.031,0.85,374.86,0.044
700,600,100,yes,comb,113,100,5,2,0.007891,9,1322407,0.81,0.02,0.02,0.102,7.48,174199.97,0.018,6.34,79821.09,0.022,5.09,33845.5,0.028,3.73,10789.46,0.036
700,600,100,yes,ee,110,100,7,2,0.007891,2,286577,0.64,0.01,0,0.1,1.68,25190.25,0.011,1.46,12990.78,0.013,1.16,5034.74,0.016,0.89,1796,0.021
700,600,100,no,em,101,100,10,3,0.007891,2,70313,0.69,0.01,0,0.097,1.69,8024.69,0.019,1.47,3982.49,0.023,1.18,1329.76,0.032,0.86,336.67,0.047
700,600,100,yes,ee,110,200,5,2,0.007891,2,286577,0.54,0.01,0,0.09,1.63,21785.33,0.011,1.35,7845.31,0.015,0.97,2343.14,0.02,0.55,516.98,0.024
700,600,100,yes,ee,110,100,5,2,0.007891,2,286577,0.71,0.01,0,0.084,1.66,23275.05,0.011,1.45,10701.99,0.014,1.17,4875.59,0.017,0.86,1588.05,0.022
700,600,100,no,em,101,200,10,5,0.007891,2,70313,0.36,0.24,8.13,0.082,1.7,7678.14,0.019,1.38,2751.09,0.026,0.94,429.83,0.045,0.45,113.17,0.043
700,600,100,no,em,101,100,10,4,0.007891,2,70313,0.48,0.23,8.13,0.08,1.69,7325.63,0.02,1.46,3607.13,0.024,1.15,1007,0.036,0.81,280.15,0.048
700,600,100,yes,comb,113,200,10,3,0.007891,9,1322407,0.45,0.34,17.55,0.08,7.44,180970.82,0.017,5.86,59499.34,0.024,3.84,12791.83,0.034,1.98,1949.93,0.045
700,600,100,no,em,101,200,10,3,0.007891,2,70313,0.38,0.21,7.56,0.077,1.68,7197.75,0.02,1.35,2720.7,0.026,0.99,525.91,0.043,0.46,120.11,0.042
700,600,100,no,em,101,400,5,2,0.007891,2,70313,0.27,0.38,24,0.077,1.67,6398.95,0.021,1.24,1601.36,0.031,0.72,234.81,0.047,0.25,22.57,0.052
700,600,100,no,em,101,100,5,3,0.007891,2,70313,0.52,0.21,7.33,0.076,1.71,7667.6,0.02,1.46,3442.61,0.025,1.23,1444.73,0.032,0.91,593.51,0.037
700,600,100,no,em,101,200,5,2,0.007891,2,70313,0.32,0.51,43.81,0.076,1.7,6939.84,0.02,1.39,2746.61,0.026,1.03,864.97,0.035,0.58,104.54,0.057
700,600,100,yes,ee,110,100,10,2,0.007891,2,286577,0.72,0.01,0,0.075,1.65,25194.45,0.01,1.45,12583.15,0.013,1.16,5687.34,0.015,0.85,1784.78,0.02
700,600,100,yes,comb,113,100,7,5,0.007891,9,1322407,0.47,1.19,278.92,0.071,7.47,161307.71,0.019,6.42,77476.15,0.023,5.04,29222.64,0.029,3.38,7378.91,0.039
700,600,100,no,em,101,200,10,4,0.007891,2,70313,0.39,0.19,7.55,0.07,1.67,7088.09,0.02,1.33,2694.9,0.026,0.96,391.82,0.048,0.46,93.61,0.048
700,600,100,no,em,101,200,10,2,0.007891,2,70313,0.56,0,0,0.068,1.72,7899.32,0.019,1.39,2707.35,0.027,0.95,508.28,0.042,0.45,133.99,0.039
700,600,100,yes,ll,114,600,5,2,0.007891,4,552898,0.43,0,0,0.067,3.34,56564.85,0.014,2.19,10480.42,0.021,0.95,849.63,0.032,0.25,108.69,0.024
700,600,100,yes,comb,113,100,5,3,0.007891,9,1322407,0.61,0.36,28.96,0.066,7.44,153926.43,0.019,6.34,78685.29,0.023,5.1,28695.17,0.03,3.7,8346.92,0.041
700,600,100,no,em,101,100,10,5,0.007891,2,70313,0.73,0,0,0.065,1.7,8094.09,0.019,1.5,3967.93,0.024,1.17,1186.16,0.034,0.83,298.25,0.048
700,600,100,yes,comb,113,200,7,3,0.007891,9,1322407,0.38,1.26,373.61,0.065,7.54,161829.56,0.019,5.98,57422.92,0.025,4.09,12660.33,0.036,2.35,2169.68,0.05
700,600,100,yes,comb,113,100,7,3,0.007891,9,1322407,0.48,1.43,526.14,0.062,7.56,166238.5,0.019,6.41,80505.68,0.023,5.11,28752.49,0.03,3.58,7840.26,0.04
700,600,100,yes,comb,113,200,10,5,0.007891,9,1322407,0.46,0.26,19.3,0.058,7.42,184021.5,0.017,5.87,62005.63,0.024,3.9,13152.27,0.034,2,1882.78,0.046
700,600,100,no,mm,102,100,5,2,0.007891,1,15896,0.37,0.31,35.38,0.052,0.8,2097.9,0.017,0.65,936.98,0.021,0.52,259.46,0.032,0.39,84.86,0.042
700,600,100,yes,comb,113,100,10,5,0.007891,9,1322407,0.6,0.21,17.11,0.051,7.45,201497.5,0.017,6.41,97043.93,0.021,5.07,38953.4,0.026,3.57,10724.42,0.034
700,600,100,no,em,101,600,10,2,0.007891,2,70313,0.26,0.19,14.31,0.051,1.69,7787.55,0.019,1.14,1103.26,0.034,0.46,129.98,0.04,0.08,7.24,0.03
700,600,100,yes,comb,113,200,10,4,0.007891,9,1322407,0.33,1.43,825.29,0.05,7.36,180907.98,0.017,5.86,62842.33,0.023,3.9,13534.57,0.034,1.96,1998.58,0.044
700,600,100,no,mm,102,200,5,2,0.007891,1,15896,0.32,0.3,35.38,0.05,0.78,1943.21,0.018,0.62,454.77,0.029,0.47,121.29,0.042,0.33,66.91,0.04
700,600,100,no,mm,102,100,10,2,0.007891,1,15896,0.3,0.38,61.7,0.048,0.82,2363.16,0.017,0.68,1141.76,0.02,0.54,321.72,0.03,0.39,74.75,0.045
700,600,100,no,mm,102,200,10,2,0.007891,1,15896,0.2,0.45,92.83,0.047,0.8,2165.21,0.017,0.63,860.73,0.022,0.46,104.69,0.045,0.29,52.41,0.039
700,600,100,no,mm,102,200,7,2,0.007891,1,15896,0.32,0.28,35.63,0.047,0.79,2012.25,0.017,0.62,470.85,0.029,0.47,162.76,0.037,0.31,67.35,0.038
700,600,100,yes,comb,113,100,10,4,0.007891,9,1322407,0.48,1.04,553.29,0.044,7.37,193727.91,0.017,6.32,94944.38,0.021,4.96,35432.2,0.026,3.51,9668.56,0.036
700,600,100,no,mm,102,100,7,2,0.007891,1,15896,0.42,0.26,35.27,0.044,0.81,2207.47,0.017,0.67,989.09,0.021,0.53,237.82,0.034,0.41,113.55,0.038
700,600,100,yes,ll,114,600,10,2,0.007891,4,552898,0.22,0.81,620.69,0.033,3.29,64072.82,0.013,2.26,14280.49,0.019,1.02,1151.95,0.03,0.28,149.55,0.023
700,600,100,yes,mm,112,200,7,2,0.007891,2,266320,0.42,0.11,12.38,0.031,1.54,47478.73,0.007,1.13,15146.42,0.009,0.69,4024.8,0.011,0.37,734.68,0.013
800,700,100,no,comb,103,200,10,2,0.003901,3,123399,0.45,0.22,0.14,0.371,2.62,11933.32,0.024,2.19,4891.39,0.031,1.62,1627.2,0.04,0.96,206.11,0.067
800,700,100,no,comb,103,100,10,3,0.003901,3,123399,0.58,0.1,0,0.309,2.66,11673.89,0.025,2.29,5967.03,0.03,1.81,2527.84,0.036,1.26,634.86,0.05
800,700,100,no,em,101,100,7,2,0.003901,1,70313,0.65,0.03,0,0.171,0.85,8003.77,0.009,0.75,3954.26,0.012,0.6,1448.52,0.016,0.45,579.68,0.019
800,700,100,no,em,101,100,10,2,0.003901,1,70313,0.67,0.02,0,0.148,0.86,8085.48,0.01,0.75,3681.88,0.012,0.6,1357.12,0.016,0.41,327.11,0.023
800,700,100,yes,em,111,100,7,3,0.003901,2,769509,0.64,0.02,0,0.144,1.65,90348.74,0.005,1.39,39029.38,0.007,1.04,11112.44,0.01,0.7,2699.41,0.013
800,700,100,no,ll,104,100,10,5,0.003901,1,53079,0.69,0.02,0,0.138,0.9,3585.74,0.015,0.81,1771.2,0.019,0.66,876.21,0.022,0.49,206.88,0.034
800,700,100,no,em,101,100,5,2,0.003901,1,70313,0.69,0.02,0,0.131,0.85,7725.58,0.01,0.75,3941.86,0.012,0.63,1667.23,0.015,0.46,526.23,0.02
800,700,100,no,ll,104,200,10,2,0.003901,1,53079,0.61,0.02,0,0.129,0.9,3756.29,0.015,0.77,1647.26,0.019,0.6,490.38,0.027,0.4,105.72,0.039
800,700,100,yes,em,111,200,7,2,0.003901,2,769509,0.56,0.02,0,0.129,1.65,97409.36,0.005,1.32,33997.83,0.007,0.91,6913.81,0.011,0.54,1504.62,0.014
800,700,100,no,em,101,200,7,2,0.003901,1,70313,0.53,0.02,0,0.123,0.85,7582.99,0.01,0.69,2685.77,0.013,0.5,708.1,0.019,0.28,167.57,0.022
800,700,100,no,ll,104,400,10,2,0.003901,1,53079,0.48,0.01,0,0.112,0.9,3550.35,0.015,0.72,1107.21,0.022,0.46,168.59,0.036,0.23,34.36,0.039
800,700,100,yes,em,111,100,5,2,0.003901,2,769509,0.76,0.01,0,0.108,1.66,97826.43,0.005,1.41,44160.66,0.007,1.07,16120.76,0.008,0.79,4248.27,0.012
800,700,100,no,ll,104,100,10,3,0.003901,1,53079,0.72,0.01,0,0.107,0.9,3636.45,0.015,0.81,1843.31,0.019,0.66,768.61,0.024,0.51,206.01,0.035
800,700,100,no,ll,104,600,10,2,0.003901,1,53079,0.42,0.01,0,0.103,0.89,3517.24,0.015,0.68,889.52,0.023,0.4,89.11,0.042,0.14,10.23,0.044
800,700,100,no,ll,104,100,7,4,0.003901,1,53079,0.52,0.17,2.69,0.102,0.89,3183.45,0.016,0.8,1525.06,0.021,0.63,510.09,0.028,0.47,145.14,0.039
800,700,100,yes,em,111,200,5,2,0.003901,2,769509,0.59,0.01,0,0.097,1.63,89290.41,0.005,1.3,29716.21,0.008,0.87,6480.54,0.011,0.53,1183.2,0.015
800,700,100,yes,em,111,100,10,3,0.003901,2,769509,0.65,0.01,0,0.096,1.62,92882.63,0.005,1.37,39114.68,0.007,1.04,13333.39,0.009,0.7,3794.7,0.011
